CompTotal;Gender;Manager;YearsCode;Age1stCode;YearsCodePro;Education
68250;Man;IC;14;12;6;Bachelor's
74500;Man;IC;6;19;4;Bachelor's
122000;Man;IC;21;40;21;Less than bachelor's
62000;Man;IC;5;15;2;Bachelor's
130000;Man;IC;15;15;7;NA
75000;Woman;IC;2;14;1;Bachelor's
135000;Man;IC;7;16;2;Bachelor's
212000;Man;Manager;7;21;5;Bachelor's
86000;Man;IC;14;18;8;Bachelor's
73000;Man;IC;5;13;3;Less than bachelor's
220000;Man;Manager;23;13;10;NA
55000;Woman;IC;31;8;9;Master's
100000;Man;IC;9;19;7;Bachelor's
105000;Woman;IC;3;15;1;Bachelor's
86000;Man;IC;3;34;3;Bachelor's
57985;Man;IC;5;18;1;Bachelor's
130000;Man;IC;10;20;9;Bachelor's
80000;Man;IC;46;16;41;Master's
102000;Man;IC;20;14;14;Bachelor's
103000;Man;IC;5;8;3;Bachelor's
93000;Man;IC;5;18;5;Less than bachelor's
107000;Woman;Manager;40;12;22;Less than bachelor's
72000;Man;IC;4;13;Less than 1 year;Bachelor's
90000;Man;IC;8;19;6;Master's
200000;Man;IC;20;10;11;Master's
120000;Man;IC;6;14;5;Master's
82000;Man;IC;6;21;3;Bachelor's
68000;Man;IC;4;20;2;Bachelor's
80000;Man;IC;10;10;1;Bachelor's
135000;Man;IC;17;19;14;Master's
180000;Man;IC;16;12;14;Bachelor's
150000;Woman;IC;18;16;10;PhD
75000;Woman;IC;4;19;1;Bachelor's
150000;Man;IC;31;10;12;Bachelor's
120000;Man;IC;30;10;27;Bachelor's
105000;Man;IC;7;20;3;Bachelor's
200000;Man;IC;10;10;1;Master's
138000;Woman;IC;2;8;2;PhD
109533;Man;IC;21;17;18;Bachelor's
110000;Man;IC;7;17;5;Bachelor's
150000;Man;IC;20;10;18;Bachelor's
150000;Woman;IC;7;10;6;Bachelor's
160000;Man;IC;45;19;41;PhD
105000;Man;IC;12;16;10;Master's
70000;Woman;IC;11;26;11;Bachelor's
120000;Man;IC;6;20;4;Bachelor's
118000;Man;IC;18;12;Less than 1 year;Bachelor's
125000;Man;Manager;25;10;19;Less than bachelor's
55000;Man;IC;7;16;1;Less than bachelor's
180000;Man;Manager;18;17;18;Bachelor's
130000;Man;IC;30;8;18;Bachelor's
140000;Man;IC;19;12;10;Bachelor's
256000;Woman;IC;10;13;5;Bachelor's
98000;Man;IC;13;13;8;Bachelor's
170000;Man;Manager;23;15;19;Master's
100000;Man;IC;18;12;10;Bachelor's
180000;Man;IC;20;20;10;PhD
135000;Man;IC;25;Younger than 5 years;12;Bachelor's
65000;Man;IC;2;16;Less than 1 year;Less than bachelor's
67500;Man;IC;7;22;6;Bachelor's
400000;Man;IC;27;15;22;PhD
98800;Man;IC;12;15;6;Bachelor's
87500;Man;IC;19;12;6;Less than bachelor's
204000;Man;IC;NA;NA;NA;Master's
150000;Woman;IC;15;28;10;PhD
130000;Man;IC;14;10;3;Bachelor's
71000;Man;IC;3;19;Less than 1 year;Bachelor's
85000;Man;IC;3;16;1;Bachelor's
60000;Man;IC;Less than 1 year;30;Less than 1 year;Master's
115000;Woman;IC;7;19;6;Bachelor's
110000;Man;IC;20;11;9;Bachelor's
500000;Man;IC;12;13;8;Bachelor's
168000;Man;Manager;Less than 1 year;20;14;Bachelor's
950000;Man;IC;10;14;4;Bachelor's
95000;Man;IC;25;10;20;PhD
231200;Man;IC;42;15;40;Bachelor's
130000;Woman;IC;15;13;4;Bachelor's
130000;Man;IC;11;18;3;Master's
120000;Man;IC;22;8;10;Bachelor's
65000;Man;IC;5;20;5;Master's
160000;Man;IC;24;9;12;Bachelor's
120000;Woman;IC;9;10;3;Bachelor's
108000;Man;IC;7;15;10;Master's
125000;Man;IC;20;12;18;Less than bachelor's
149378;Man;IC;9;18;6;Bachelor's
200000;Man;IC;20;10;15;Less than bachelor's
100000;Man;IC;10;20;6;Master's
160000;Man;IC;15;15;8;Bachelor's
50000;Woman;IC;1;23;Less than 1 year;Bachelor's
78000;Man;IC;10;14;6;Bachelor's
92000;Man;IC;16;14;10;Bachelor's
102300;Man;IC;9;19;6;Bachelor's
70000;Man;IC;20;10;12;Master's
116000;Man;IC;9;19;6;Bachelor's
72000;Man;IC;5;18;3;Bachelor's
107000;Man;IC;26;13;12;Bachelor's
114000;Man;IC;20;13;15;Bachelor's
139120;Man;IC;13;13;11;Bachelor's
120000;Man;IC;4;19;2;Bachelor's
147700;Woman;IC;15;15;9;Master's
125000;Man;Manager;9;15;7;Master's
272000;Man;IC;10;7;6;Master's
80000;Man;IC;5;20;2;Bachelor's
170000;Man;IC;11;18;7;Bachelor's
135000;Man;Manager;37;17;32;Master's
120000;Man;IC;10;15;3;Less than bachelor's
137280;Man;IC;6;25;5;Bachelor's
106000;Woman;IC;9;14;5;Master's
100000;Man;IC;17;27;15;NA
260000;Man;IC;18;14;13;Bachelor's
70000;Man;IC;5;14;4;Bachelor's
78000;Man;IC;4;13;4;Less than bachelor's
150000;Man;Manager;12;13;10;Bachelor's
90000;Man;IC;5;18;3;Master's
82000;Man;IC;4;18;1;Bachelor's
66000;Woman;IC;4;26;4;Less than bachelor's
230000;Man;Manager;35;7;25;Less than bachelor's
124000;Man;IC;36;12;23;Bachelor's
330000;Man;Manager;38;12;34;Less than bachelor's
140000;Man;IC;30;32;20;PhD
120000;Man;IC;18;13;8;Bachelor's
53795;Man;IC;3;21;1;Bachelor's
140000;Man;IC;14;12;10;Bachelor's
120000;Man;IC;20;19;19;Less than bachelor's
78000;Man;IC;3;29;2;Master's
120000;Man;IC;35;13;28;Master's
92000;Woman;IC;8;18;4;Bachelor's
160000;Man;IC;6;25;4;Bachelor's
61000;Man;IC;6;12;2;Bachelor's
138000;Man;IC;15;8;10;Bachelor's
90000;Man;IC;12;14;7;Bachelor's
70000;Man;IC;5;16;1;Bachelor's
250000;Man;IC;7;9;5;PhD
175000;Man;IC;35;20;38;Bachelor's
50000;Woman;IC;5;21;5;Less than bachelor's
240000;Man;IC;35;11;25;Bachelor's
107000;Man;IC;11;18;11;Less than bachelor's
85000;Man;IC;7;14;6;Bachelor's
90000;Man;IC;10;15;8;Bachelor's
87000;Man;IC;7;14;4;Bachelor's
67000;Man;IC;8;13;5;Bachelor's
90000;Man;IC;5;17;2;Bachelor's
145000;Man;Manager;14;14;7;Bachelor's
57000;Man;IC;5;10;5;Master's
90000;Man;IC;9;NA;4;Bachelor's
90000;Man;IC;4;19;1;Bachelor's
160000;Woman;IC;10;14;6;Master's
155000;Man;IC;12;14;12;Master's
118000;Man;Manager;18;14;16;Bachelor's
196000;Man;IC;11;14;8;Bachelor's
95000;Woman;IC;5;20;5;Less than bachelor's
93000;Man;IC;4;20;2;Bachelor's
68836;Woman;IC;3;18;2;Bachelor's
162000;Man;Manager;24;12;14;Less than bachelor's
60000;Man;IC;5;14;3;Less than bachelor's
130000;Man;IC;16;22;16;Bachelor's
83000;Man;Manager;2;22;2;Bachelor's
160000;Man;IC;7;16;1;Bachelor's
110000;Man;IC;22;10;13;Bachelor's
105000;Man;IC;30;19;25;Bachelor's
45000;Man;IC;5;25;Less than 1 year;Less than bachelor's
66000;Man;IC;6;20;2;Bachelor's
70000;Man;IC;10;10;2;Bachelor's
60000;Man;IC;5;11;2;Bachelor's
120000;Man;IC;35;13;30;Bachelor's
78000;Man;IC;30;12;20;Less than bachelor's
88000;Man;IC;15;13;7;Master's
63000;Man;IC;9;18;2;Bachelor's
155000;Man;Manager;26;9;13;Less than bachelor's
105000;Man;IC;5;11;5;Less than bachelor's
170000;Man;IC;30;12;25;Master's
65000;Man;IC;3;11;2;Bachelor's
160000;Man;IC;8;18;4;Bachelor's
125000;Man;IC;15;10;6;Bachelor's
73000;Man;IC;12;18;10;Bachelor's
116000;Man;IC;8;19;6;PhD
85000;Man;Manager;36;9;20;PhD
165000;Man;IC;10;23;9;Less than bachelor's
120000;Woman;Manager;13;14;10;Bachelor's
96000;Man;IC;9;13;5;Bachelor's
116000;Man;IC;24;12;20;Less than bachelor's
215000;Woman;IC;9;12;4;Bachelor's
89000;Man;IC;9;17;4;Bachelor's
63200;Man;IC;7;18;4;Bachelor's
110000;Man;IC;24;17;20;Less than bachelor's
77000;Man;IC;6;19;2;Bachelor's
180000;Man;IC;25;11;20;Bachelor's
110000;Man;IC;6;17;3;Bachelor's
108000;Man;IC;20;11;12;Bachelor's
110000;Man;Manager;19;15;8;Bachelor's
87000;Woman;IC;6;19;5;Bachelor's
114000;Man;IC;18;26;18;Bachelor's
120000;Man;IC;14;19;7;Bachelor's
120000;Man;IC;6;17;6;Bachelor's
190000;Man;IC;31;10;25;Bachelor's
68000;Man;IC;8;14;3;Bachelor's
75000;Man;IC;7;19;3;Bachelor's
96000;Woman;IC;4;18;1;Bachelor's
104000;Man;IC;10;9;10;Less than bachelor's
82000;Man;IC;8;21;6;Bachelor's
107000;Man;IC;16;11;5;PhD
95000;Man;IC;5;25;4;Master's
88000;Man;IC;11;15;8;Bachelor's
65000;Man;IC;8;20;3;Less than bachelor's
67000;Man;IC;22;16;6;Bachelor's
110000;Man;IC;10;13;7;Less than bachelor's
108000;Man;IC;4;17;3;Master's
65000;Man;IC;8;10;3;Bachelor's
64000;Woman;IC;4;20;Less than 1 year;Bachelor's
80000;Man;IC;8;19;2;Less than bachelor's
82000;Woman;IC;3;34;Less than 1 year;Less than bachelor's
100000;Man;IC;7;10;5;Bachelor's
36400;Man;IC;10;11;3;Less than bachelor's
68000;Man;IC;8;16;8;Bachelor's
84000;Man;IC;8;19;7;Less than bachelor's
72000;Woman;IC;10;12;8;Master's
110000;Man;IC;30;12;20;Less than bachelor's
180000;Man;IC;12;14;7;Master's
90000;Man;IC;10;14;5;Bachelor's
200000;Man;IC;23;Younger than 5 years;20;Less than bachelor's
67500;Man;IC;3;32;2;Master's
70000;Man;IC;10;13;2;Bachelor's
74000;Man;IC;14;24;9;Less than bachelor's
92000;Man;IC;13;14;7;Master's
80000;Man;Manager;20;11;8;Master's
180000;Man;IC;25;15;20;Master's
230000;Man;IC;42;17;35;NA
240000;Man;Manager;29;13;26;Bachelor's
135000;Man;IC;18;15;11;Bachelor's
173000;Man;Manager;36;12;30;Less than bachelor's
154000;Man;IC;24;13;18;Master's
140000;Man;IC;6;20;3;Less than bachelor's
130000;Man;IC;7;13;4;Bachelor's
130000;Man;IC;43;18;42;Bachelor's
107000;Man;IC;40;13;14;Master's
95000;Man;IC;15;14;9;Master's
110000;Man;IC;25;12;25;Master's
165000;Man;IC;17;15;11;Bachelor's
120000;Man;IC;23;11;14;Bachelor's
135000;Man;IC;42;12;37;Less than bachelor's
175000;Man;IC;33;18;29;Master's
140600;Man;IC;8;16;4;Bachelor's
150000;Man;IC;11;16;4;Master's
55000;Man;IC;4;19;Less than 1 year;Bachelor's
120000;Man;IC;12;14;6;Master's
103000;Man;IC;6;18;3;Bachelor's
230000;Man;IC;38;12;36;PhD
156000;Man;IC;24;11;19;Bachelor's
80000;Man;IC;30;16;23;Bachelor's
123000;Man;IC;15;18;15;Bachelor's
135000;Man;IC;16;15;14;Master's
70000;Man;IC;15;13;7;Bachelor's
105000;Man;IC;5;14;2;Less than bachelor's
160000;Man;Manager;20;9;12;PhD
96000;Man;IC;16;10;12;Bachelor's
121080;Man;IC;11;11;9;Bachelor's
75000;Woman;IC;5;27;Less than 1 year;Bachelor's
81000;Man;IC;7;18;2;Master's
115000;Man;IC;26;24;26;Bachelor's
137500;Man;IC;7;22;7;Bachelor's
90000;Man;IC;12;13;2;Bachelor's
238000;Man;Manager;20;6;18;Bachelor's
121397;Man;IC;5;29;5;Bachelor's
115000;Man;IC;40;12;35;Less than bachelor's
150000;Man;Manager;9;16;5;Bachelor's
87620;Man;IC;6;22;6;Less than bachelor's
120000;Man;IC;13;13;3;Less than bachelor's
110000;Man;IC;15;15;15;Bachelor's
90000;Woman;IC;23;12;3;Bachelor's
120000;Man;IC;20;15;20;Less than bachelor's
115000;Man;IC;15;25;15;Bachelor's
155000;Man;IC;7;24;6;Master's
140213;Man;Manager;16;9;12;Bachelor's
65000;Man;IC;5;13;Less than 1 year;Bachelor's
180000;Man;IC;8;31;7;Bachelor's
88000;Man;IC;14;16;4;Bachelor's
190000;Man;IC;18;18;14;Bachelor's
150000;Man;IC;12;12;8;Master's
350000;Man;IC;24;6;18;Master's
135000;Man;IC;10;16;5;Bachelor's
140000;Man;IC;42;20;38;Master's
210000;Man;Manager;35;10;25;Master's
90000;Man;IC;3;25;2;Bachelor's
159500;Man;IC;24;6;21;Master's
150000;Man;IC;20;9;14;NA
90000;Woman;IC;6;18;2;Master's
155000;Man;IC;8;16;4;Bachelor's
72000;Man;IC;19;15;15;Bachelor's
65000;Man;IC;11;19;10;Bachelor's
150000;Man;IC;11;15;6;Less than bachelor's
115000;Man;IC;15;17;11;Bachelor's
75000;Man;Manager;25;10;11;Bachelor's
350000;Man;IC;19;13;12;Bachelor's
103000;Man;IC;24;8;20;Bachelor's
89000;Woman;IC;21;15;13;Bachelor's
128000;Man;IC;9;11;8;Less than bachelor's
135000;Man;IC;20;5;6;Professional
160000;Man;Manager;18;8;12;Less than bachelor's
143000;Man;IC;8;7;2;Bachelor's
60000;Man;IC;6;10;2;Bachelor's
41600;Woman;IC;4;10;2;Less than bachelor's
136000;Man;IC;43;19;43;Bachelor's
170000;Man;Manager;32;18;27;PhD
110000;Man;IC;35;15;29;Bachelor's
190000;Man;IC;20;10;9;Bachelor's
153000;Man;IC;3;13;3;Bachelor's
54000;Man;IC;4;14;2;Bachelor's
125000;Man;IC;37;15;30;Master's
80000;Man;IC;8;13;3;Bachelor's
100000;Man;IC;3;19;3;Less than bachelor's
122000;Man;IC;24;16;20;Bachelor's
140000;Man;IC;10;16;5;Bachelor's
201000;Man;IC;36;10;28;Less than bachelor's
85000;Man;IC;12;10;8;Bachelor's
90000;Man;IC;20;14;12;Bachelor's
82000;Man;IC;20;25;13;Bachelor's
147000;Man;IC;30;11;20;Bachelor's
70000;Man;IC;15;18;5;Less than bachelor's
165000;Man;Manager;24;16;12;Bachelor's
63000;Man;IC;6;12;1;Bachelor's
100000;Woman;IC;7;18;4;Bachelor's
120000;Man;IC;37;15;30;Bachelor's
315000;Man;IC;19;16;12;Master's
110000;Man;IC;8;17;5;Master's
101000;Woman;IC;7;15;7;Bachelor's
88000;Man;IC;9;15;5;Bachelor's
106000;Man;IC;7;14;7;Bachelor's
150000;Woman;IC;6;15;2;Bachelor's
61000;Man;IC;23;8;17;Bachelor's
79000;Man;IC;5;18;1;Bachelor's
131200;Woman;IC;12;10;7;Bachelor's
100000;Man;IC;16;12;8;Bachelor's
12500;Man;IC;12;21;12;Bachelor's
47000;Man;IC;8;13;2;Less than bachelor's
90000;Woman;IC;8;19;8;Master's
88000;Woman;IC;40;5;30;PhD
70000;Man;IC;10;10;7;Less than bachelor's
115900;Man;IC;7;11;4;Bachelor's
109000;Man;IC;30;11;6;Master's
75000;Man;IC;10;14;3;Bachelor's
140000;Woman;IC;4;13;2;Bachelor's
80000;Man;IC;22;15;12;Bachelor's
120000;Man;IC;14;12;8;Bachelor's
150000;Man;IC;20;14;15;Bachelor's
180000;Man;IC;8;12;8;Master's
115000;Man;IC;6;10;4;Less than bachelor's
70000;Man;IC;13;13;6;Master's
106000;Man;IC;15;6;13;Less than bachelor's
450000;Man;IC;15;10;9;Less than bachelor's
140000;Man;IC;17;13;14;Less than bachelor's
100000;Man;Manager;8;20;7;Less than bachelor's
105000;Man;IC;20;13;4;Bachelor's
200000;Man;IC;13;14;9;Bachelor's
190000;Man;IC;11;14;6;Bachelor's
200000;Man;Manager;21;6;14;Bachelor's
184678;Man;IC;17;13;13;Master's
140000;Man;IC;18;12;16;Bachelor's
125000;Man;IC;3;11;2;Bachelor's
115000;Man;IC;30;15;30;PhD
120000;Man;IC;19;12;12;Bachelor's
90000;Woman;IC;12;12;6;Less than bachelor's
152000;Man;IC;40;16;36;Master's
75000;Man;IC;15;11;7;Bachelor's
85000;Man;IC;8;8;3;Less than bachelor's
140000;Man;Manager;9;10;7;Bachelor's
80000;Man;IC;4;16;3;Bachelor's
110000;Man;IC;4;14;1;Bachelor's
155000;Man;IC;20;15;15;Less than bachelor's
115000;Man;IC;25;10;20;Less than bachelor's
90000;Man;IC;8;17;3;Bachelor's
160000;Man;Manager;13;15;8;Bachelor's
154000;Man;IC;21;15;15;Master's
170000;Man;IC;40;17;34;Bachelor's
100000;Man;IC;25;25;25;Bachelor's
100000;Man;IC;2;14;Less than 1 year;Master's
115000;Woman;IC;20;20;16;Master's
39229;Man;IC;4;14;3;Bachelor's
126500;Man;IC;15;10;14;Master's
55800;Man;IC;11;8;Less than 1 year;Bachelor's
77000;Man;IC;5;21;4;Bachelor's
300000;Man;IC;23;13;12;Bachelor's
117500;Woman;IC;10;13;8;Bachelor's
170000;Man;IC;22;13;15;Master's
60000;Man;IC;3;15;2;Master's
59569;Man;IC;19;12;9;Bachelor's
89000;Man;IC;25;19;25;Bachelor's
93000;Man;IC;15;14;11;Bachelor's
100000;Man;IC;28;11;12;Less than bachelor's
270000;Man;IC;8;12;4;Bachelor's
65000;Man;IC;13;10;1;Bachelor's
125000;Man;IC;12;15;5;Bachelor's
90000;Man;IC;6;16;5;Bachelor's
90000;Man;IC;8;19;4;Bachelor's
135000;Man;Manager;20;16;13;Bachelor's
88000;Man;IC;2;22;Less than 1 year;Master's
135000;Man;Manager;15;9;10;Bachelor's
140000;Man;IC;4;20;1;Bachelor's
90000;Man;IC;13;15;10;Bachelor's
70000;Man;IC;10;13;Less than 1 year;Bachelor's
72238;Man;IC;5;30;2;Less than bachelor's
119000;Man;IC;22;7;20;Bachelor's
190000;Man;IC;33;7;19;Bachelor's
70000;Woman;IC;1;24;Less than 1 year;Bachelor's
80000;Man;Manager;4;22;4;Bachelor's
78000;Man;IC;12;14;3;Bachelor's
80000;Woman;IC;9;16;4;Bachelor's
73000;Man;IC;7;21;7;Master's
65000;Man;IC;9;12;4;Less than bachelor's
125000;Man;IC;42;16;40;Bachelor's
102000;Man;IC;13;16;8;Bachelor's
210000;Man;IC;15;16;10;Master's
80000;Man;IC;6;17;1;Bachelor's
114000;Man;IC;18;15;14;Bachelor's
68000;Man;IC;10;15;2;Bachelor's
60000;Man;Manager;9;17;7;Bachelor's
130000;Man;IC;5;17;5;Less than bachelor's
140000;Man;IC;18;13;14;Bachelor's
100000;Man;IC;20;21;16;Bachelor's
78000;Man;Manager;18;12;7;Bachelor's
126000;Man;IC;35;17;35;Bachelor's
170000;Man;IC;22;15;16;Bachelor's
85000;Man;Manager;6;16;2;Bachelor's
150000;Man;IC;20;9;12;Bachelor's
125000;Man;IC;19;14;7;Bachelor's
130000;Man;IC;21;13;11;Bachelor's
220000;Man;IC;35;12;25;Bachelor's
93000;Man;IC;15;15;9;Bachelor's
200000;Man;Manager;23;13;14;Bachelor's
145000;Man;Manager;17;14;15;Bachelor's
55000;Man;IC;14;11;4;Less than bachelor's
145000;Man;IC;32;13;23;Bachelor's
200000;Man;IC;18;9;18;PhD
140000;Man;IC;10;15;7;Bachelor's
86500;Man;IC;9;18;5;Bachelor's
80000;Man;IC;12;16;7;Bachelor's
200000;Man;Manager;25;10;15;Less than bachelor's
112000;Man;IC;15;16;10;Master's
72000;Man;IC;5;16;3;Less than bachelor's
70000;Man;IC;3;25;Less than 1 year;Bachelor's
105000;Man;IC;10;15;5;Bachelor's
100000;Man;IC;7;13;2;Bachelor's
130000;Man;Manager;16;12;7;Bachelor's
61000;Man;IC;9;15;1;Master's
71500;Man;IC;10;19;5;Bachelor's
126729;Man;IC;23;9;21;NA
190000;Man;IC;20;10;6;PhD
192000;Man;IC;25;14;20;Bachelor's
180000;Man;Manager;37;12;30;PhD
102000;Man;Manager;7;18;3;Bachelor's
120000;Man;IC;11;27;11;Bachelor's
70000;Man;IC;2;11;2;PhD
147400;Woman;IC;20;10;9;PhD
90000;Man;IC;10;15;5;Master's
150000;Man;IC;40;20;35;PhD
107000;Man;IC;5;24;5;Bachelor's
120000;Man;Manager;30;8;20;Master's
140000;Woman;IC;8;20;6;Bachelor's
160000;Man;IC;40;15;34;Master's
65000;Man;IC;7;14;6;Bachelor's
140000;Man;IC;5;13;2;Bachelor's
71000;Man;IC;5;13;Less than 1 year;Bachelor's
110000;Man;IC;6;21;5;Master's
90000;Man;IC;8;18;4;Bachelor's
180000;Man;Manager;23;19;18;Bachelor's
118000;Man;IC;20;Younger than 5 years;13;Bachelor's
42000;Man;IC;6;13;3;Less than bachelor's
70000;Man;Manager;8;20;8;Less than bachelor's
120000;Man;IC;20;14;11;PhD
475000;Man;IC;13;11;4;Bachelor's
90000;Man;Manager;15;10;12;Bachelor's
82000;Man;IC;10;14;2;Bachelor's
62000;Man;IC;16;17;11;PhD
77000;Man;IC;9;19;6;Bachelor's
115000;Woman;IC;16;10;12;Bachelor's
72500;Man;IC;5;28;Less than 1 year;Bachelor's
90000;Man;IC;10;20;5;Bachelor's
155000;Man;IC;10;8;10;Master's
250000;Man;IC;30;9;20;Bachelor's
70000;Man;IC;4;16;2;Bachelor's
55000;Man;IC;10;14;8;Less than bachelor's
168000;Man;Manager;18;8;18;Less than bachelor's
100000;Man;IC;15;13;5;Less than bachelor's
90000;Man;IC;7;18;3;Bachelor's
170000;Man;IC;20;12;16;Bachelor's
150000;Man;IC;28;12;23;Bachelor's
145000;Man;IC;38;30;35;Less than bachelor's
115000;Man;IC;28;9;15;Bachelor's
138000;Man;IC;15;11;5;Bachelor's
135000;Man;IC;20;8;18;Bachelor's
332000;Man;IC;6;22;6;Bachelor's
100000;Man;IC;18;16;15;Bachelor's
143000;Man;IC;21;15;20;Less than bachelor's
117000;Man;IC;43;16;22;Bachelor's
70000;Man;IC;32;6;19;Bachelor's
94000;Man;IC;6;16;3;Bachelor's
175000;Man;IC;22;8;21;Less than bachelor's
100000;Man;IC;6;16;2;Bachelor's
123500;Man;IC;14;14;5;Bachelor's
120000;Man;IC;10;15;4;Bachelor's
225000;Man;Manager;24;18;20;Bachelor's
104000;Man;IC;16;10;6;Bachelor's
80000;Man;Manager;5;18;Less than 1 year;Bachelor's
71500;Man;IC;16;11;5;Master's
105560;Man;IC;7;12;3;Master's
148000;Man;Manager;14;11;10;Professional
72000;Man;IC;2;34;Less than 1 year;NA
220000;Man;IC;12;12;3;Bachelor's
76000;Man;IC;7;12;1;Professional
80000;Man;IC;6;18;2;Bachelor's
98000;Man;Manager;6;17;3;Bachelor's
52000;Woman;IC;10;20;5;Bachelor's
65000;Man;IC;18;8;5;Professional
100000;Man;Manager;7;19;6;Bachelor's
200000;Woman;IC;14;19;7;PhD
260000;Man;IC;25;6;15;Bachelor's
120000;Woman;IC;3;23;3;Master's
90000;Woman;IC;4;10;2;Bachelor's
75000;Man;Manager;13;13;4;Bachelor's
67000;Man;IC;8;11;5;Bachelor's
102000;Man;IC;40;16;NA;Master's
67800;Woman;IC;6;20;5;Bachelor's
100000;Man;Manager;6;16;2;Bachelor's
70000;Man;IC;2;29;1;Bachelor's
63000;Woman;IC;4;19;3;Master's
95000;Man;IC;30;7;16;Less than bachelor's
58000;Man;IC;5;24;3;Less than bachelor's
130000;Man;IC;10;8;7;Master's
105000;Man;IC;11;26;11;Less than bachelor's
155000;Man;Manager;33;16;30;Bachelor's
123000;Man;IC;35;12;25;Less than bachelor's
70000;Woman;IC;6;14;4;Less than bachelor's
425000;Man;IC;20;14;15;Less than bachelor's
185000;Man;IC;18;10;15;Master's
90000;Man;IC;5;14;2;Bachelor's
158000;Man;Manager;38;10;27;Master's
120000;Man;IC;15;12;7;Bachelor's
95000;Man;IC;40;16;36;Less than bachelor's
150000;Man;IC;32;17;32;Bachelor's
60000;Man;IC;10;14;2;Bachelor's
220000;Man;Manager;28;9;22;Less than bachelor's
75000;Man;IC;28;10;16;Master's
100000;Man;IC;17;31;10;Bachelor's
168750;Man;IC;30;10;20;Bachelor's
65000;Man;IC;6;11;3;Master's
150000;Man;IC;6;18;3;Bachelor's
148000;Woman;IC;15;20;11;Master's
102000;Woman;IC;10;23;10;Bachelor's
120000;Man;IC;30;16;26;Bachelor's
124000;Man;IC;20;16;13;Less than bachelor's
80000;Man;IC;8;18;5;Bachelor's
127400;Man;IC;27;10;15;Master's
250000;Man;IC;30;12;24;Bachelor's
400000;Man;Manager;25;10;6;PhD
127000;Man;IC;8;17;3;Bachelor's
160000;Man;Manager;9;16;5;Bachelor's
117000;Man;IC;24;14;22;Bachelor's
86000;Man;IC;40;9;10;Bachelor's
90000;Woman;IC;8;17;3;Master's
225000;Man;IC;9;18;6;Bachelor's
154000;Woman;IC;9;13;7;Bachelor's
50000;Man;IC;3;30;3;Less than bachelor's
116000;Man;IC;21;12;15;Bachelor's
130000;Man;IC;39;11;33;Less than bachelor's
83000;Man;IC;5;15;3;Bachelor's
50000;Woman;IC;1;23;1;Bachelor's
60000;Man;IC;8;12;2;Bachelor's
89000;Man;IC;15;10;5;Bachelor's
77000;Woman;IC;19;12;4;Master's
94000;Woman;IC;3;23;3;Bachelor's
145000;Man;IC;45;16;41;Bachelor's
70000;Man;Manager;18;16;10;Bachelor's
95000;Woman;IC;8;11;4;Bachelor's
100000;Man;IC;15;12;8;Bachelor's
65000;Man;IC;10;14;2;Bachelor's
75000;Man;IC;12;10;3;Bachelor's
85000;Man;IC;5;12;4;Master's
65000;Man;IC;5;10;3;Bachelor's
110000;Man;IC;5;26;4;Bachelor's
103000;Man;IC;9;24;5;Bachelor's
35000;Man;IC;15;8;6;Bachelor's
175000;Woman;IC;43;19;39;Bachelor's
106000;Man;IC;5;18;4;Bachelor's
40000;Man;IC;6;15;Less than 1 year;Less than bachelor's
78000;Man;IC;30;14;24;Bachelor's
150000;Man;IC;11;12;Less than 1 year;Bachelor's
140000;Man;IC;4;12;2;Bachelor's
127800;Man;IC;12;18;7;Master's
125000;Man;IC;10;14;5;Bachelor's
75300;Man;IC;15;14;4;Bachelor's
110000;Man;IC;18;22;20;Less than bachelor's
85000;Woman;IC;19;5;9;Master's
110000;Man;IC;40;9;35;Bachelor's
110000;Man;Manager;36;13;27;Master's
210000;Man;IC;5;11;5;Bachelor's
74970;Man;IC;12;17;6;Bachelor's
220000;Man;IC;32;7;18;Bachelor's
66532;Man;IC;30;8;7;Bachelor's
175000;Man;IC;25;11;20;Bachelor's
80000;Man;IC;5;18;2;Bachelor's
100010;Man;IC;11;18;7;Bachelor's
170000;Man;IC;19;13;18;PhD
60000;Man;IC;25;12;3;Master's
175000;Man;IC;40;14;33;Master's
120000;Man;IC;7;18;3;Bachelor's
75000;Man;IC;3;21;2;Less than bachelor's
77000;Man;IC;5;14;2;Less than bachelor's
197000;Man;IC;22;15;16;Bachelor's
190000;Man;IC;14;17;10;Bachelor's
200000;Man;IC;23;10;10;Bachelor's
92000;Man;IC;4;15;4;Bachelor's
140000;Man;IC;15;12;3;Master's
170000;Man;IC;11;16;4;Bachelor's
121000;Man;IC;17;10;10;Bachelor's
325000;Man;IC;8;14;4;Bachelor's
140000;Woman;IC;8;19;4;Master's
125000;Man;IC;7;15;3;Master's
85000;Man;IC;7;21;6;Less than bachelor's
60000;Man;IC;7;16;5;Bachelor's
82500;Man;IC;6;14;2;Bachelor's
91000;Man;IC;25;14;12;Bachelor's
131000;Woman;IC;18;14;13;Bachelor's
78000;Woman;Manager;4;15;4;Master's
125000;Man;IC;38;19;15;Master's
130000;Man;IC;9;14;7;Less than bachelor's
120000;Man;IC;10;16;6;Bachelor's
130000;Man;IC;35;9;20;Bachelor's
120000;Man;IC;10;10;4;Bachelor's
185000;Man;Manager;15;Younger than 5 years;15;Bachelor's
1100000;Man;IC;20;11;11;Bachelor's
126500;Man;IC;10;24;4;PhD
